date,temperature_2m,wind_speed_30hPa,wind_speed_50hPa,wind_speed_70hPa,wind_speed_100hPa,wind_speed_150hPa,wind_speed_200hPa,wind_speed_250hPa,wind_speed_300hPa,wind_speed_400hPa,wind_speed_500hPa,wind_speed_600hPa,wind_speed_700hPa,wind_speed_800hPa,wind_speed_850hPa,wind_speed_900hPa,wind_speed_925hPa,wind_speed_950hPa,wind_speed_975hPa,wind_speed_1000hPa,wind_direction_30hPa,wind_direction_50hPa,wind_direction_70hPa,wind_direction_100hPa,wind_direction_150hPa,wind_direction_200hPa,wind_direction_250hPa,wind_direction_300hPa,wind_direction_400hPa,wind_direction_500hPa,wind_direction_600hPa,wind_direction_700hPa,wind_direction_800hPa,wind_direction_850hPa,wind_direction_900hPa,wind_direction_925hPa,wind_direction_950hPa,wind_direction_975hPa,wind_direction_1000hPa,pressure_msl,surface_pressure,cloud_cover_high,cloud_cover_mid,cloud_cover_low,is_day
2025-08-08 23:00:00+00:00,26.7815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.5,964.9492,0.0,0.0,0.0,1.0
2025-08-09 00:00:00+00:00,25.5315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.1,964.37134,2.0,0.0,3.0,1.0
2025-08-09 11:00:00+00:00,20.1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.4,964.7451,0.0,98.0,6.0,1.0
2025-08-09 12:00:00+00:00,21.231499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.3,964.822,0.0,9.0,18.0,1.0
2025-08-09 13:00:00+00:00,22.9315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.9,964.71704,0.0,0.0,7.0,1.0
2025-08-09 14:00:00+00:00,24.8315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.2,964.3553,0.0,0.0,3.0,1.0
2025-08-09 15:00:00+00:00,27.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.3,963.8461,0.0,0.0,0.0,1.0
2025-08-09 16:00:00+00:00,28.5815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.0,964.7545,0.0,0.0,0.0,1.0
2025-08-09 17:00:00+00:00,29.2815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.3,965.1488,5.0,0.0,7.0,1.0
2025-08-09 18:00:00+00:00,30.0815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.3,964.3195,0.0,0.0,13.0,1.0
2025-08-09 19:00:00+00:00,30.4315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.5,964.5637,73.0,0.0,11.0,1.0
2025-08-09 20:00:00+00:00,30.5815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.1,964.2058,66.0,0.0,9.0,1.0
2025-08-09 21:00:00+00:00,29.5815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.3,965.1951,99.0,5.0,5.0,1.0
2025-08-10 00:00:00+00:00,22.481499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.6,962.4562,99.0,99.0,0.0,1.0
2025-08-10 11:00:00+00:00,20.4315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.0,964.4059,0.0,0.0,8.0,1.0
2025-08-10 12:00:00+00:00,21.3815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.7,964.27576,0.0,0.0,8.0,1.0
2025-08-10 15:00:00+00:00,25.0815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.1,965.25183,0.0,0.0,5.0,1.0
2025-08-10 16:00:00+00:00,26.6315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.3,965.68744,0.0,0.0,3.0,1.0
2025-08-10 17:00:00+00:00,28.1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.3,965.9303,0.0,0.0,1.0,1.0
2025-08-10 18:00:00+00:00,29.5315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.1,965.9493,0.0,0.0,27.0,1.0
2025-08-10 19:00:00+00:00,29.2815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.8,965.625,0.0,0.0,0.0,1.0
